sample,model,condition,words,meanings,response,accuracy,memory_size
1795,might,4,g,G,G,1,9.5
1795,might,4,h,H,N,0,9.5
1795,might,4,i,I,E,0,9.5
1795,might,4,j,J,M,0,9.5
1795,might,4,k,K,K,1,9.5
1795,might,4,l,L,K,0,9.5
1795,might,4,m,M,Q,0,9.5
1795,might,4,n,N,H,0,9.5
1795,might,4,o,O,N,0,9.5
1795,might,4,p,P,P,1,9.5
1795,might,4,q,Q,D,0,9.5
1795,might,4,r,R,R,1,9.5
1796,might,4,a,A,A,1,9.5
1796,might,4,b,B,B,1,9.5
1796,might,4,c,C,C,1,9.5
1796,might,4,d,D,D,1,9.5
1796,might,4,e,E,E,1,9.5
1796,might,4,f,F,C,0,9.5
1796,might,4,g,G,G,1,9.5
1796,might,4,h,H,H,1,9.5
1796,might,4,i,I,P,0,9.5
1796,might,4,j,J,J,1,9.5
1796,might,4,k,K,K,1,9.5
1796,might,4,l,L,L,1,9.5
1796,might,4,m,M,Q,0,9.5
1796,might,4,n,N,I,0,9.5
1796,might,4,o,O,N,0,9.5
1796,might,4,p,P,P,1,9.5
1796,might,4,q,Q,Q,1,9.5
1796,might,4,r,R,O,0,9.5
1797,might,4,a,A,C,0,9.5
1797,might,4,b,B,B,1,9.5
1797,might,4,c,C,C,1,9.5
1797,might,4,d,D,A,0,9.5
1797,might,4,e,E,E,1,9.5
1797,might,4,f,F,E,0,9.5
1797,might,4,g,G,I,0,9.5
1797,might,4,h,H,G,0,9.5
1797,might,4,i,I,I,1,9.5
1797,might,4,j,J,L,0,9.5
1797,might,4,k,K,Q,0,9.5
1797,might,4,l,L,G,0,9.5
1797,might,4,m,M,J,0,9.5
1797,might,4,n,N,B,0,9.5
1797,might,4,o,O,M,0,9.5
1797,might,4,p,P,I,0,9.5
1797,might,4,q,Q,F,0,9.5
1797,might,4,r,R,G,0,9.5
1798,might,4,a,A,A,1,9.5
1798,might,4,b,B,K,0,9.5
1798,might,4,c,C,N,0,9.5
1798,might,4,d,D,O,0,9.5
1798,might,4,e,E,J,0,9.5
1798,might,4,f,F,C,0,9.5
1798,might,4,g,G,O,0,9.5
1798,might,4,h,H,P,0,9.5
1798,might,4,i,I,I,1,9.5
1798,might,4,j,J,J,1,9.5
1798,might,4,k,K,F,0,9.5
1798,might,4,l,L,L,1,9.5
1798,might,4,m,M,E,0,9.5
1798,might,4,n,N,N,1,9.5
1798,might,4,o,O,R,0,9.5
1798,might,4,p,P,P,1,9.5
1798,might,4,q,Q,Q,1,9.5
1798,might,4,r,R,I,0,9.5
1799,might,4,a,A,I,0,9.5
1799,might,4,b,B,B,1,9.5
1799,might,4,c,C,C,1,9.5
1799,might,4,d,D,D,1,9.5
1799,might,4,e,E,R,0,9.5
1799,might,4,f,F,F,1,9.5
1799,might,4,g,G,H,0,9.5
1799,might,4,h,H,H,1,9.5
1799,might,4,i,I,H,0,9.5
1799,might,4,j,J,D,0,9.5
1799,might,4,k,K,K,1,9.5
1799,might,4,l,L,D,0,9.5
1799,might,4,m,M,M,1,9.5
1799,might,4,n,N,G,0,9.5
1799,might,4,o,O,O,1,9.5
1799,might,4,p,P,P,1,9.5
1799,might,4,q,Q,I,0,9.5
1799,might,4,r,R,R,1,9.5
1800,might,4,a,A,E,0,9.5
1800,might,4,b,B,H,0,9.5
1800,might,4,c,C,K,0,9.5
1800,might,4,d,D,D,1,9.5
1800,might,4,e,E,J,0,9.5
1800,might,4,f,F,F,1,9.5
1800,might,4,g,G,I,0,9.5
1800,might,4,h,H,H,1,9.5
1800,might,4,i,I,G,0,9.5
1800,might,4,j,J,J,1,9.5
1800,might,4,k,K,Q,0,9.5
1800,might,4,l,L,B,0,9.5
1800,might,4,m,M,R,0,9.5
1800,might,4,n,N,N,1,9.5
1800,might,4,o,O,G,0,9.5
1800,might,4,p,P,N,0,9.5
1800,might,4,q,Q,C,0,9.5
1800,might,4,r,R,R,1,9.5
1801,might,4,a,A,D,0,9.5
1801,might,4,b,B,N,0,9.5
1801,might,4,c,C,L,0,9.5
1801,might,4,d,D,F,0,9.5
1801,might,4,e,E,E,1,9.5
1801,might,4,f,F,K,0,9.5
1801,might,4,g,G,G,1,9.5
1801,might,4,h,H,H,1,9.5
1801,might,4,i,I,I,1,9.5
1801,might,4,j,J,J,1,9.5
1801,might,4,k,K,P,0,9.5
1801,might,4,l,L,E,0,9.5
1801,might,4,m,M,M,1,9.5
1801,might,4,n,N,N,1,9.5
1801,might,4,o,O,N,0,9.5
1801,might,4,p,P,Q,0,9.5
1801,might,4,q,Q,C,0,9.5
1801,might,4,r,R,I,0,9.5
1802,might,4,a,A,G,0,9.5
1802,might,4,b,B,L,0,9.5
1802,might,4,c,C,C,1,9.5
1802,might,4,d,D,D,1,9.5
1802,might,4,e,E,F,0,9.5
1802,might,4,f,F,Q,0,9.5
1802,might,4,g,G,L,0,9.5
1802,might,4,h,H,N,0,9.5
1802,might,4,i,I,I,1,9.5
1802,might,4,j,J,B,0,9.5
1802,might,4,k,K,G,0,9.5
1802,might,4,l,L,I,0,9.5
1802,might,4,m,M,M,1,9.5
1802,might,4,n,N,N,1,9.5
1802,might,4,o,O,O,1,9.5
1802,might,4,p,P,P,1,9.5
1802,might,4,q,Q,K,0,9.5
1802,might,4,r,R,R,1,9.5
1803,might,4,a,A,A,1,9.5
1803,might,4,b,B,B,1,9.5
1803,might,4,c,C,C,1,9.5
1803,might,4,d,D,D,1,9.5
1803,might,4,e,E,E,1,9.5
1803,might,4,f,F,O,0,9.5
1803,might,4,g,G,D,0,9.5
1803,might,4,h,H,H,1,9.5
1803,might,4,i,I,D,0,9.5
1803,might,4,j,J,J,1,9.5
1803,might,4,k,K,K,1,9.5
1803,might,4,l,L,L,1,9.5
1803,might,4,m,M,H,0,9.5
1803,might,4,n,N,J,0,9.5
1803,might,4,o,O,G,0,9.5
1803,might,4,p,P,Q,0,9.5
1803,might,4,q,Q,Q,1,9.5
1803,might,4,r,R,A,0,9.5
1804,might,4,a,A,K,0,9.5
1804,might,4,b,B,B,1,9.5
1804,might,4,c,C,L,0,9.5
1804,might,4,d,D,D,1,9.5
1804,might,4,e,E,F,0,9.5
1804,might,4,f,F,M,0,9.5
1804,might,4,g,G,I,0,9.5
1804,might,4,h,H,M,0,9.5
1804,might,4,i,I,H,0,9.5
1804,might,4,j,J,J,1,9.5
1804,might,4,k,K,Q,0,9.5
1804,might,4,l,L,K,0,9.5
1804,might,4,m,M,M,1,9.5
1804,might,4,n,N,I,0,9.5
1804,might,4,o,O,O,1,9.5
1804,might,4,p,P,P,1,9.5
1804,might,4,q,Q,Q,1,9.5
1804,might,4,r,R,R,1,9.5
1805,might,4,a,A,C,0,9.5
1805,might,4,b,B,B,1,9.5
1805,might,4,c,C,K,0,9.5
1805,might,4,d,D,I,0,9.5
1805,might,4,e,E,K,0,9.5
1805,might,4,f,F,M,0,9.5
1805,might,4,g,G,E,0,9.5
1805,might,4,h,H,H,1,9.5
1805,might,4,i,I,I,1,9.5
1805,might,4,j,J,K,0,9.5
1805,might,4,k,K,H,0,9.5
1805,might,4,l,L,D,0,9.5
1805,might,4,m,M,I,0,9.5
1805,might,4,n,N,N,1,9.5
1805,might,4,o,O,E,0,9.5
1805,might,4,p,P,E,0,9.5
1805,might,4,q,Q,Q,1,9.5
1805,might,4,r,R,C,0,9.5
1806,might,4,a,A,G,0,9.5
1806,might,4,b,B,F,0,9.5
1806,might,4,c,C,C,1,9.5
1806,might,4,d,D,D,1,9.5
1806,might,4,e,E,E,1,9.5
1806,might,4,f,F,N,0,9.5
1806,might,4,g,G,E,0,9.5
1806,might,4,h,H,H,1,9.5
1806,might,4,i,I,I,1,9.5
1806,might,4,j,J,P,0,9.5
1806,might,4,k,K,F,0,9.5
1806,might,4,l,L,L,1,9.5
1806,might,4,m,M,M,1,9.5
1806,might,4,n,N,N,1,9.5
1806,might,4,o,O,P,0,9.5
1806,might,4,p,P,R,0,9.5
1806,might,4,q,Q,J,0,9.5
1806,might,4,r,R,F,0,9.5
1807,might,4,a,A,A,1,9.5
1807,might,4,b,B,B,1,9.5
1807,might,4,c,C,C,1,9.5
1807,might,4,d,D,L,0,9.5
1807,might,4,e,E,D,0,9.5
1807,might,4,f,F,F,1,9.5
1807,might,4,g,G,D,0,9.5
1807,might,4,h,H,N,0,9.5
1807,might,4,i,I,K,0,9.5
1807,might,4,j,J,J,1,9.5
1807,might,4,k,K,K,1,9.5
1807,might,4,l,L,I,0,9.5
1807,might,4,m,M,M,1,9.5
1807,might,4,n,N,B,0,9.5
1807,might,4,o,O,L,0,9.5
1807,might,4,p,P,D,0,9.5
1807,might,4,q,Q,Q,1,9.5
1807,might,4,r,R,R,1,9.5
1808,might,4,a,A,A,1,9.5
1808,might,4,b,B,B,1,9.5
1808,might,4,c,C,F,0,9.5
1808,might,4,d,D,N,0,9.5
1808,might,4,e,E,G,0,9.5
1808,might,4,f,F,F,1,9.5
1808,might,4,g,G,Q,0,9.5
1808,might,4,h,H,H,1,9.5
1808,might,4,i,I,I,1,9.5
1808,might,4,j,J,I,0,9.5
1808,might,4,k,K,K,1,9.5
1808,might,4,l,L,G,0,9.5
1808,might,4,m,M,R,0,9.5
1808,might,4,n,N,G,0,9.5
1808,might,4,o,O,O,1,9.5
1808,might,4,p,P,P,1,9.5
1808,might,4,q,Q,H,0,9.5
1808,might,4,r,R,R,1,9.5
1809,might,4,a,A,G,0,9.5
1809,might,4,b,B,B,1,9.5
1809,might,4,c,C,C,1,9.5
1809,might,4,d,D,D,1,9.5
1809,might,4,e,E,O,0,9.5
1809,might,4,f,F,J,0,9.5
1809,might,4,g,G,G,1,9.5
1809,might,4,h,H,H,1,9.5
1809,might,4,i,I,I,1,9.5
1809,might,4,j,J,L,0,9.5
1809,might,4,k,K,E,0,9.5
1809,might,4,l,L,L,1,9.5
1809,might,4,m,M,M,1,9.5
1809,might,4,n,N,N,1,9.5
1809,might,4,o,O,O,1,9.5
1809,might,4,p,P,P,1,9.5
1809,might,4,q,Q,H,0,9.5
1809,might,4,r,R,F,0,9.5
1810,might,4,a,A,A,1,9.5
1810,might,4,b,B,N,0,9.5
1810,might,4,c,C,C,1,9.5
1810,might,4,d,D,D,1,9.5
1810,might,4,e,E,J,0,9.5
1810,might,4,f,F,F,1,9.5
1810,might,4,g,G,J,0,9.5
1810,might,4,h,H,H,1,9.5
1810,might,4,i,I,K,0,9.5
1810,might,4,j,J,J,1,9.5
1810,might,4,k,K,H,0,9.5
1810,might,4,l,L,Q,0,9.5
1810,might,4,m,M,F,0,9.5
1810,might,4,n,N,B,0,9.5
1810,might,4,o,O,O,1,9.5
1810,might,4,p,P,P,1,9.5
1810,might,4,q,Q,Q,1,9.5
1810,might,4,r,R,R,1,9.5
1811,might,4,a,A,N,0,9.5
1811,might,4,b,B,I,0,9.5
1811,might,4,c,C,G,0,9.5
1811,might,4,d,D,D,1,9.5
1811,might,4,e,E,E,1,9.5
1811,might,4,f,F,F,1,9.5
1811,might,4,g,G,G,1,9.5
1811,might,4,h,H,O,0,9.5
1811,might,4,i,I,I,1,9.5
1811,might,4,j,J,D,0,9.5
1811,might,4,k,K,K,1,9.5
1811,might,4,l,L,F,0,9.5
1811,might,4,m,M,M,1,9.5
1811,might,4,n,N,I,0,9.5
1811,might,4,o,O,H,0,9.5
1811,might,4,p,P,P,1,9.5
1811,might,4,q,Q,Q,1,9.5
1811,might,4,r,R,A,0,9.5
1812,might,4,a,A,P,0,9.5
1812,might,4,b,B,B,1,9.5
1812,might,4,c,C,G,0,9.5
1812,might,4,d,D,J,0,9.5
1812,might,4,e,E,E,1,9.5
1812,might,4,f,F,J,0,9.5
1812,might,4,g,G,N,0,9.5
1812,might,4,h,H,B,0,9.5
1812,might,4,i,I,E,0,9.5
1812,might,4,j,J,J,1,9.5
1812,might,4,k,K,H,0,9.5
1812,might,4,l,L,L,1,9.5
1812,might,4,m,M,F,0,9.5
1812,might,4,n,N,M,0,9.5
1812,might,4,o,O,O,1,9.5
1812,might,4,p,P,C,0,9.5
1812,might,4,q,Q,Q,1,9.5
1812,might,4,r,R,N,0,9.5
1813,might,4,a,A,M,0,9.5
1813,might,4,b,B,B,1,9.5
1813,might,4,c,C,C,1,9.5
1813,might,4,d,D,K,0,9.5
1813,might,4,e,E,E,1,9.5
1813,might,4,f,F,F,1,9.5
1813,might,4,g,G,C,0,9.5
1813,might,4,h,H,H,1,9.5
1813,might,4,i,I,I,1,9.5
1813,might,4,j,J,J,1,9.5
1813,might,4,k,K,F,0,9.5
1813,might,4,l,L,L,1,9.5
1813,might,4,m,M,P,0,9.5
1813,might,4,n,N,N,1,9.5
1813,might,4,o,O,G,0,9.5
1813,might,4,p,P,P,1,9.5
1813,might,4,q,Q,A,0,9.5
1813,might,4,r,R,E,0,9.5
1814,might,4,a,A,J,0,9.5
1814,might,4,b,B,B,1,9.5
1814,might,4,c,C,L,0,9.5
1814,might,4,d,D,P,0,9.5
1814,might,4,e,E,E,1,9.5
1814,might,4,f,F,F,1,9.5
1814,might,4,g,G,C,0,9.5
1814,might,4,h,H,O,0,9.5
1814,might,4,i,I,I,1,9.5
1814,might,4,j,J,B,0,9.5
1814,might,4,k,K,K,1,9.5
1814,might,4,l,L,L,1,9.5
1814,might,4,m,M,F,0,9.5
1814,might,4,n,N,M,0,9.5
1814,might,4,o,O,O,1,9.5
1814,might,4,p,P,K,0,9.5
1814,might,4,q,Q,D,0,9.5
1814,might,4,r,R,R,1,9.5
1815,might,4,a,A,A,1,9.5
1815,might,4,b,B,B,1,9.5
1815,might,4,c,C,C,1,9.5
1815,might,4,d,D,D,1,9.5
1815,might,4,e,E,G,0,9.5
1815,might,4,f,F,F,1,9.5
1815,might,4,g,G,J,0,9.5
1815,might,4,h,H,H,1,9.5
1815,might,4,i,I,J,0,9.5
1815,might,4,j,J,J,1,9.5
1815,might,4,k,K,P,0,9.5
1815,might,4,l,L,C,0,9.5
1815,might,4,m,M,H,0,9.5
1815,might,4,n,N,N,1,9.5
1815,might,4,o,O,M,0,9.5
1815,might,4,p,P,M,0,9.5
1815,might,4,q,Q,Q,1,9.5
1815,might,4,r,R,Q,0,9.5
1816,might,4,a,A,N,0,9.5
1816,might,4,b,B,R,0,9.5
1816,might,4,c,C,C,1,9.5
1816,might,4,d,D,D,1,9.5
1816,might,4,e,E,E,1,9.5
1816,might,4,f,F,D,0,9.5
1816,might,4,g,G,G,1,9.5
1816,might,4,h,H,H,1,9.5
1816,might,4,i,I,I,1,9.5
1816,might,4,j,J,J,1,9.5
1816,might,4,k,K,K,1,9.5
1816,might,4,l,L,C,0,9.5
1816,might,4,m,M,M,1,9.5
1816,might,4,n,N,R,0,9.5
1816,might,4,o,O,O,1,9.5
1816,might,4,p,P,P,1,9.5
1816,might,4,q,Q,G,0,9.5
1816,might,4,r,R,R,1,9.5
1817,might,4,a,A,H,0,9.5
1817,might,4,b,B,B,1,9.5
1817,might,4,c,C,C,1,9.5
1817,might,4,d,D,D,1,9.5
1817,might,4,e,E,F,0,9.5
1817,might,4,f,F,F,1,9.5
1817,might,4,g,G,G,1,9.5
1817,might,4,h,H,H,1,9.5
1817,might,4,i,I,I,1,9.5
1817,might,4,j,J,O,0,9.5
1817,might,4,k,K,O,0,9.5
1817,might,4,l,L,N,0,9.5
1817,might,4,m,M,R,0,9.5
1817,might,4,n,N,N,1,9.5
1817,might,4,o,O,O,1,9.5
1817,might,4,p,P,C,0,9.5
1817,might,4,q,Q,Q,1,9.5
1817,might,4,r,R,R,1,9.5
1818,might,4,a,A,F,0,9.5
1818,might,4,b,B,B,1,9.5
1818,might,4,c,C,C,1,9.5
1818,might,4,d,D,D,1,9.5
1818,might,4,e,E,C,0,9.5
1818,might,4,f,F,F,1,9.5
1818,might,4,g,G,D,0,9.5
1818,might,4,h,H,P,0,9.5
1818,might,4,i,I,G,0,9.5
1818,might,4,j,J,J,1,9.5
1818,might,4,k,K,K,1,9.5
1818,might,4,l,L,L,1,9.5
1818,might,4,m,M,J,0,9.5
1818,might,4,n,N,N,1,9.5
1818,might,4,o,O,K,0,9.5
1818,might,4,p,P,P,1,9.5
1818,might,4,q,Q,Q,1,9.5
1818,might,4,r,R,R,1,9.5
1819,might,4,a,A,A,1,9.5
1819,might,4,b,B,B,1,9.5
1819,might,4,c,C,C,1,9.5
1819,might,4,d,D,D,1,9.5
1819,might,4,e,E,R,0,9.5
1819,might,4,f,F,F,1,9.5
1819,might,4,g,G,G,1,9.5
1819,might,4,h,H,H,1,9.5
1819,might,4,i,I,I,1,9.5
1819,might,4,j,J,D,0,9.5
1819,might,4,k,K,K,1,9.5
1819,might,4,l,L,J,0,9.5
1819,might,4,m,M,M,1,9.5
1819,might,4,n,N,N,1,9.5
1819,might,4,o,O,N,0,9.5
1819,might,4,p,P,L,0,9.5
1819,might,4,q,Q,M,0,9.5
1819,might,4,r,R,A,0,9.5
1820,might,4,a,A,B,0,9.5
1820,might,4,b,B,N,0,9.5
1820,might,4,c,C,R,0,9.5
1820,might,4,d,D,F,0,9.5
1820,might,4,e,E,E,1,9.5
1820,might,4,f,F,D,0,9.5
1820,might,4,g,G,K,0,9.5
1820,might,4,h,H,H,1,9.5
1820,might,4,i,I,I,1,9.5
1820,might,4,j,J,J,1,9.5
1820,might,4,k,K,K,1,9.5
1820,might,4,l,L,H,0,9.5
1820,might,4,m,M,I,0,9.5
1820,might,4,n,N,N,1,9.5
1820,might,4,o,O,B,0,9.5
1820,might,4,p,P,P,1,9.5
1820,might,4,q,Q,K,0,9.5
1820,might,4,r,R,R,1,9.5
1821,might,4,a,A,B,0,9.5
1821,might,4,b,B,H,0,9.5
1821,might,4,c,C,C,1,9.5
1821,might,4,d,D,B,0,9.5
1821,might,4,e,E,O,0,9.5
1821,might,4,f,F,G,0,9.5
1821,might,4,g,G,G,1,9.5
1821,might,4,h,H,H,1,9.5
1821,might,4,i,I,I,1,9.5
1821,might,4,j,J,J,1,9.5
1821,might,4,k,K,N,0,9.5
1821,might,4,l,L,L,1,9.5
1821,might,4,m,M,Q,0,9.5
1821,might,4,n,N,N,1,9.5
1821,might,4,o,O,O,1,9.5
1821,might,4,p,P,I,0,9.5
1821,might,4,q,Q,E,0,9.5
1821,might,4,r,R,M,0,9.5
1822,might,4,a,A,O,0,9.5
1822,might,4,b,B,B,1,9.5
1822,might,4,c,C,C,1,9.5
1822,might,4,d,D,Q,0,9.5
1822,might,4,e,E,H,0,9.5
1822,might,4,f,F,F,1,9.5
1822,might,4,g,G,J,0,9.5
1822,might,4,h,H,N,0,9.5
1822,might,4,i,I,I,1,9.5
1822,might,4,j,J,F,0,9.5
1822,might,4,k,K,L,0,9.5
1822,might,4,l,L,M,0,9.5
1822,might,4,m,M,M,1,9.5
1822,might,4,n,N,N,1,9.5
1822,might,4,o,O,K,0,9.5
1822,might,4,p,P,P,1,9.5
1822,might,4,q,Q,M,0,9.5
1822,might,4,r,R,A,0,9.5
1823,might,4,a,A,F,0,9.5
1823,might,4,b,B,G,0,9.5
1823,might,4,c,C,C,1,9.5
1823,might,4,d,D,M,0,9.5
1823,might,4,e,E,B,0,9.5
1823,might,4,f,F,G,0,9.5
1823,might,4,g,G,O,0,9.5
1823,might,4,h,H,O,0,9.5
1823,might,4,i,I,J,0,9.5
1823,might,4,j,J,J,1,9.5
1823,might,4,k,K,K,1,9.5
1823,might,4,l,L,C,0,9.5
1823,might,4,m,M,M,1,9.5
1823,might,4,n,N,I,0,9.5
1823,might,4,o,O,H,0,9.5
1823,might,4,p,P,P,1,9.5
1823,might,4,q,Q,K,0,9.5
1823,might,4,r,R,C,0,9.5
1824,might,4,a,A,O,0,9.5
1824,might,4,b,B,B,1,9.5
1824,might,4,c,C,E,0,9.5
1824,might,4,d,D,D,1,9.5
1824,might,4,e,E,A,0,9.5
1824,might,4,f,F,D,0,9.5
1824,might,4,g,G,G,1,9.5
1824,might,4,h,H,L,0,9.5
1824,might,4,i,I,P,0,9.5
1824,might,4,j,J,J,1,9.5
1824,might,4,k,K,K,1,9.5
1824,might,4,l,L,G,0,9.5
1824,might,4,m,M,M,1,9.5
1824,might,4,n,N,N,1,9.5
1824,might,4,o,O,E,0,9.5
1824,might,4,p,P,Q,0,9.5
1824,might,4,q,Q,Q,1,9.5
1824,might,4,r,R,J,0,9.5
1825,might,4,a,A,R,0,9.5
1825,might,4,b,B,R,0,9.5
1825,might,4,c,C,C,1,9.5
1825,might,4,d,D,N,0,9.5
1825,might,4,e,E,E,1,9.5
1825,might,4,f,F,D,0,9.5
1825,might,4,g,G,I,0,9.5
1825,might,4,h,H,H,1,9.5
1825,might,4,i,I,N,0,9.5
1825,might,4,j,J,J,1,9.5
1825,might,4,k,K,K,1,9.5
1825,might,4,l,L,L,1,9.5
1825,might,4,m,M,O,0,9.5
1825,might,4,n,N,D,0,9.5
1825,might,4,o,O,I,0,9.5
1825,might,4,p,P,I,0,9.5
1825,might,4,q,Q,F,0,9.5
1825,might,4,r,R,F,0,9.5
1826,might,4,a,A,O,0,9.5
1826,might,4,b,B,D,0,9.5
1826,might,4,c,C,C,1,9.5
1826,might,4,d,D,C,0,9.5
1826,might,4,e,E,D,0,9.5
1826,might,4,f,F,L,0,9.5
1826,might,4,g,G,G,1,9.5
1826,might,4,h,H,B,0,9.5
1826,might,4,i,I,A,0,9.5
1826,might,4,j,J,Q,0,9.5
1826,might,4,k,K,K,1,9.5
1826,might,4,l,L,F,0,9.5
1826,might,4,m,M,M,1,9.5
1826,might,4,n,N,F,0,9.5
1826,might,4,o,O,A,0,9.5
1826,might,4,p,P,P,1,9.5
1826,might,4,q,Q,K,0,9.5
1826,might,4,r,R,R,1,9.5
1827,might,4,a,A,A,1,9.5
1827,might,4,b,B,B,1,9.5
1827,might,4,c,C,C,1,9.5
1827,might,4,d,D,D,1,9.5
1827,might,4,e,E,Q,0,9.5
1827,might,4,f,F,F,1,9.5
1827,might,4,g,G,Q,0,9.5
1827,might,4,h,H,B,0,9.5
1827,might,4,i,I,N,0,9.5
1827,might,4,j,J,M,0,9.5
1827,might,4,k,K,A,0,9.5
1827,might,4,l,L,L,1,9.5
1827,might,4,m,M,I,0,9.5
1827,might,4,n,N,N,1,9.5
1827,might,4,o,O,K,0,9.5
1827,might,4,p,P,R,0,9.5
1827,might,4,q,Q,Q,1,9.5
1827,might,4,r,R,R,1,9.5
1828,might,4,a,A,J,0,9.5
1828,might,4,b,B,D,0,9.5
1828,might,4,c,C,I,0,9.5
1828,might,4,d,D,A,0,9.5
1828,might,4,e,E,A,0,9.5
1828,might,4,f,F,F,1,9.5
1828,might,4,g,G,G,1,9.5
1828,might,4,h,H,A,0,9.5
1828,might,4,i,I,I,1,9.5
1828,might,4,j,J,J,1,9.5
1828,might,4,k,K,K,1,9.5
1828,might,4,l,L,K,0,9.5
1828,might,4,m,M,M,1,9.5
1828,might,4,n,N,I,0,9.5
1828,might,4,o,O,C,0,9.5
1828,might,4,p,P,P,1,9.5
1828,might,4,q,Q,Q,1,9.5
1828,might,4,r,R,R,1,9.5
1829,might,4,a,A,J,0,9.5
1829,might,4,b,B,A,0,9.5
1829,might,4,c,C,C,1,9.5
1829,might,4,d,D,L,0,9.5
1829,might,4,e,E,E,1,9.5
1829,might,4,f,F,F,1,9.5
1829,might,4,g,G,G,1,9.5
1829,might,4,h,H,D,0,9.5
1829,might,4,i,I,I,1,9.5
1829,might,4,j,J,N,0,9.5
1829,might,4,k,K,K,1,9.5
1829,might,4,l,L,C,0,9.5
1829,might,4,m,M,M,1,9.5
1829,might,4,n,N,N,1,9.5
1829,might,4,o,O,Q,0,9.5
1829,might,4,p,P,I,0,9.5
1829,might,4,q,Q,O,0,9.5
1829,might,4,r,R,G,0,9.5
1830,might,4,a,A,A,1,9.5
1830,might,4,b,B,H,0,9.5
1830,might,4,c,C,B,0,9.5
1830,might,4,d,D,N,0,9.5
1830,might,4,e,E,D,0,9.5
1830,might,4,f,F,A,0,9.5
1830,might,4,g,G,Q,0,9.5
1830,might,4,h,H,O,0,9.5
1830,might,4,i,I,J,0,9.5
1830,might,4,j,J,P,0,9.5
1830,might,4,k,K,E,0,9.5
1830,might,4,l,L,L,1,9.5
1830,might,4,m,M,D,0,9.5
1830,might,4,n,N,Q,0,9.5
1830,might,4,o,O,H,0,9.5
1830,might,4,p,P,P,1,9.5
1830,might,4,q,Q,Q,1,9.5
1830,might,4,r,R,E,0,9.5
1831,might,4,a,A,B,0,9.5
1831,might,4,b,B,H,0,9.5
1831,might,4,c,C,K,0,9.5
1831,might,4,d,D,D,1,9.5
1831,might,4,e,E,E,1,9.5
1831,might,4,f,F,F,1,9.5
1831,might,4,g,G,G,1,9.5
1831,might,4,h,H,H,1,9.5
1831,might,4,i,I,E,0,9.5
1831,might,4,j,J,J,1,9.5
1831,might,4,k,K,P,0,9.5
1831,might,4,l,L,L,1,9.5
1831,might,4,m,M,M,1,9.5
1831,might,4,n,N,N,1,9.5
1831,might,4,o,O,O,1,9.5
1831,might,4,p,P,P,1,9.5
1831,might,4,q,Q,Q,1,9.5
1831,might,4,r,R,K,0,9.5
1832,might,4,a,A,P,0,9.5
1832,might,4,b,B,Q,0,9.5
1832,might,4,c,C,C,1,9.5
1832,might,4,d,D,D,1,9.5
1832,might,4,e,E,E,1,9.5
1832,might,4,f,F,F,1,9.5
1832,might,4,g,G,G,1,9.5
1832,might,4,h,H,A,0,9.5
1832,might,4,i,I,I,1,9.5
1832,might,4,j,J,J,1,9.5
1832,might,4,k,K,K,1,9.5
1832,might,4,l,L,L,1,9.5
1832,might,4,m,M,M,1,9.5
1832,might,4,n,N,N,1,9.5
1832,might,4,o,O,E,0,9.5
1832,might,4,p,P,B,0,9.5
1832,might,4,q,Q,Q,1,9.5
1832,might,4,r,R,P,0,9.5
1833,might,4,a,A,L,0,9.5
1833,might,4,b,B,B,1,9.5
1833,might,4,c,C,C,1,9.5
1833,might,4,d,D,D,1,9.5
1833,might,4,e,E,H,0,9.5
1833,might,4,f,F,L,0,9.5
1833,might,4,g,G,G,1,9.5
1833,might,4,h,H,H,1,9.5
1833,might,4,i,I,K,0,9.5
1833,might,4,j,J,J,1,9.5
1833,might,4,k,K,D,0,9.5
1833,might,4,l,L,L,1,9.5
1833,might,4,m,M,M,1,9.5
1833,might,4,n,N,N,1,9.5
1833,might,4,o,O,R,0,9.5
1833,might,4,p,P,Q,0,9.5
1833,might,4,q,Q,Q,1,9.5
1833,might,4,r,R,P,0,9.5
1834,might,4,a,A,H,0,9.5
1834,might,4,b,B,H,0,9.5
1834,might,4,c,C,C,1,9.5
1834,might,4,d,D,D,1,9.5
1834,might,4,e,E,A,0,9.5
1834,might,4,f,F,D,0,9.5
1834,might,4,g,G,N,0,9.5
1834,might,4,h,H,K,0,9.5
1834,might,4,i,I,I,1,9.5
1834,might,4,j,J,J,1,9.5
1834,might,4,k,K,K,1,9.5
1834,might,4,l,L,K,0,9.5
1834,might,4,m,M,B,0,9.5
1834,might,4,n,N,B,0,9.5
1834,might,4,o,O,O,1,9.5
1834,might,4,p,P,P,1,9.5
1834,might,4,q,Q,I,0,9.5
1834,might,4,r,R,O,0,9.5
1835,might,4,a,A,E,0,9.5
1835,might,4,b,B,B,1,9.5
1835,might,4,c,C,C,1,9.5
1835,might,4,d,D,D,1,9.5
1835,might,4,e,E,E,1,9.5
1835,might,4,f,F,F,1,9.5
1835,might,4,g,G,G,1,9.5
1835,might,4,h,H,O,0,9.5
1835,might,4,i,I,E,0,9.5
1835,might,4,j,J,J,1,9.5
1835,might,4,k,K,K,1,9.5
1835,might,4,l,L,L,1,9.5
1835,might,4,m,M,R,0,9.5
1835,might,4,n,N,P,0,9.5
1835,might,4,o,O,O,1,9.5
1835,might,4,p,P,Q,0,9.5
1835,might,4,q,Q,P,0,9.5
