sample,model,condition,words,meanings,response,accuracy,memory_size
1497,trace_0.01,4,k,K,M,0,8.75
1497,trace_0.01,4,l,L,K,0,8.75
1497,trace_0.01,4,m,M,M,1,8.75
1497,trace_0.01,4,n,N,E,0,8.75
1497,trace_0.01,4,o,O,O,1,8.75
1497,trace_0.01,4,p,P,K,0,8.75
1497,trace_0.01,4,q,Q,E,0,8.75
1497,trace_0.01,4,r,R,M,0,8.75
1498,trace_0.01,4,a,A,A,1,8.75
1498,trace_0.01,4,b,B,L,0,8.75
1498,trace_0.01,4,c,C,N,0,8.75
1498,trace_0.01,4,d,D,H,0,8.75
1498,trace_0.01,4,e,E,E,1,8.75
1498,trace_0.01,4,f,F,F,1,8.75
1498,trace_0.01,4,g,G,G,1,8.75
1498,trace_0.01,4,h,H,H,1,8.75
1498,trace_0.01,4,i,I,B,0,8.75
1498,trace_0.01,4,j,J,J,1,8.75
1498,trace_0.01,4,k,K,K,1,8.75
1498,trace_0.01,4,l,L,L,1,8.75
1498,trace_0.01,4,m,M,M,1,8.75
1498,trace_0.01,4,n,N,B,0,8.75
1498,trace_0.01,4,o,O,Q,0,8.75
1498,trace_0.01,4,p,P,Q,0,8.75
1498,trace_0.01,4,q,Q,N,0,8.75
1498,trace_0.01,4,r,R,P,0,8.75
1499,trace_0.01,4,a,A,A,1,8.75
1499,trace_0.01,4,b,B,B,1,8.75
1499,trace_0.01,4,c,C,C,1,8.75
1499,trace_0.01,4,d,D,L,0,8.75
1499,trace_0.01,4,e,E,R,0,8.75
1499,trace_0.01,4,f,F,K,0,8.75
1499,trace_0.01,4,g,G,G,1,8.75
1499,trace_0.01,4,h,H,H,1,8.75
1499,trace_0.01,4,i,I,I,1,8.75
1499,trace_0.01,4,j,J,J,1,8.75
1499,trace_0.01,4,k,K,K,1,8.75
1499,trace_0.01,4,l,L,L,1,8.75
1499,trace_0.01,4,m,M,B,0,8.75
1499,trace_0.01,4,n,N,N,1,8.75
1499,trace_0.01,4,o,O,I,0,8.75
1499,trace_0.01,4,p,P,N,0,8.75
1499,trace_0.01,4,q,Q,I,0,8.75
1499,trace_0.01,4,r,R,R,1,8.75
1500,trace_0.01,4,a,A,A,1,8.75
1500,trace_0.01,4,b,B,H,0,8.75
1500,trace_0.01,4,c,C,F,0,8.75
1500,trace_0.01,4,d,D,D,1,8.75
1500,trace_0.01,4,e,E,F,0,8.75
1500,trace_0.01,4,f,F,F,1,8.75
1500,trace_0.01,4,g,G,G,1,8.75
1500,trace_0.01,4,h,H,I,0,8.75
1500,trace_0.01,4,i,I,I,1,8.75
1500,trace_0.01,4,j,J,R,0,8.75
1500,trace_0.01,4,k,K,K,1,8.75
1500,trace_0.01,4,l,L,L,1,8.75
1500,trace_0.01,4,m,M,N,0,8.75
1500,trace_0.01,4,n,N,E,0,8.75
1500,trace_0.01,4,o,O,F,0,8.75
1500,trace_0.01,4,p,P,P,1,8.75
1500,trace_0.01,4,q,Q,L,0,8.75
1500,trace_0.01,4,r,R,R,1,8.75
1501,trace_0.01,4,a,A,R,0,8.75
1501,trace_0.01,4,b,B,B,1,8.75
1501,trace_0.01,4,c,C,F,0,8.75
1501,trace_0.01,4,d,D,D,1,8.75
1501,trace_0.01,4,e,E,B,0,8.75
1501,trace_0.01,4,f,F,G,0,8.75
1501,trace_0.01,4,g,G,A,0,8.75
1501,trace_0.01,4,h,H,C,0,8.75
1501,trace_0.01,4,i,I,O,0,8.75
1501,trace_0.01,4,j,J,J,1,8.75
1501,trace_0.01,4,k,K,K,1,8.75
1501,trace_0.01,4,l,L,Q,0,8.75
1501,trace_0.01,4,m,M,N,0,8.75
1501,trace_0.01,4,n,N,N,1,8.75
1501,trace_0.01,4,o,O,O,1,8.75
1501,trace_0.01,4,p,P,P,1,8.75
1501,trace_0.01,4,q,Q,F,0,8.75
1501,trace_0.01,4,r,R,Q,0,8.75
1502,trace_0.01,4,a,A,A,1,8.75
1502,trace_0.01,4,b,B,B,1,8.75
1502,trace_0.01,4,c,C,C,1,8.75
1502,trace_0.01,4,d,D,D,1,8.75
1502,trace_0.01,4,e,E,G,0,8.75
1502,trace_0.01,4,f,F,O,0,8.75
1502,trace_0.01,4,g,G,G,1,8.75
1502,trace_0.01,4,h,H,C,0,8.75
1502,trace_0.01,4,i,I,M,0,8.75
1502,trace_0.01,4,j,J,P,0,8.75
1502,trace_0.01,4,k,K,K,1,8.75
1502,trace_0.01,4,l,L,F,0,8.75
1502,trace_0.01,4,m,M,M,1,8.75
1502,trace_0.01,4,n,N,D,0,8.75
1502,trace_0.01,4,o,O,J,0,8.75
1502,trace_0.01,4,p,P,P,1,8.75
1502,trace_0.01,4,q,Q,Q,1,8.75
1502,trace_0.01,4,r,R,A,0,8.75
1503,trace_0.01,4,a,A,Q,0,8.75
1503,trace_0.01,4,b,B,B,1,8.75
1503,trace_0.01,4,c,C,C,1,8.75
1503,trace_0.01,4,d,D,D,1,8.75
1503,trace_0.01,4,e,E,E,1,8.75
1503,trace_0.01,4,f,F,N,0,8.75
1503,trace_0.01,4,g,G,G,1,8.75
1503,trace_0.01,4,h,H,H,1,8.75
1503,trace_0.01,4,i,I,P,0,8.75
1503,trace_0.01,4,j,J,J,1,8.75
1503,trace_0.01,4,k,K,B,0,8.75
1503,trace_0.01,4,l,L,L,1,8.75
1503,trace_0.01,4,m,M,M,1,8.75
1503,trace_0.01,4,n,N,N,1,8.75
1503,trace_0.01,4,o,O,G,0,8.75
1503,trace_0.01,4,p,P,P,1,8.75
1503,trace_0.01,4,q,Q,R,0,8.75
1503,trace_0.01,4,r,R,M,0,8.75
1504,trace_0.01,4,a,A,A,1,8.75
1504,trace_0.01,4,b,B,C,0,8.75
1504,trace_0.01,4,c,C,L,0,8.75
1504,trace_0.01,4,d,D,F,0,8.75
1504,trace_0.01,4,e,E,E,1,8.75
1504,trace_0.01,4,f,F,C,0,8.75
1504,trace_0.01,4,g,G,K,0,8.75
1504,trace_0.01,4,h,H,H,1,8.75
1504,trace_0.01,4,i,I,I,1,8.75
1504,trace_0.01,4,j,J,J,1,8.75
1504,trace_0.01,4,k,K,B,0,8.75
1504,trace_0.01,4,l,L,C,0,8.75
1504,trace_0.01,4,m,M,M,1,8.75
1504,trace_0.01,4,n,N,G,0,8.75
1504,trace_0.01,4,o,O,H,0,8.75
1504,trace_0.01,4,p,P,Q,0,8.75
1504,trace_0.01,4,q,Q,Q,1,8.75
1504,trace_0.01,4,r,R,G,0,8.75
1505,trace_0.01,4,a,A,D,0,8.75
1505,trace_0.01,4,b,B,D,0,8.75
1505,trace_0.01,4,c,C,E,0,8.75
1505,trace_0.01,4,d,D,D,1,8.75
1505,trace_0.01,4,e,E,E,1,8.75
1505,trace_0.01,4,f,F,Q,0,8.75
1505,trace_0.01,4,g,G,N,0,8.75
1505,trace_0.01,4,h,H,A,0,8.75
1505,trace_0.01,4,i,I,F,0,8.75
1505,trace_0.01,4,j,J,R,0,8.75
1505,trace_0.01,4,k,K,I,0,8.75
1505,trace_0.01,4,l,L,P,0,8.75
1505,trace_0.01,4,m,M,A,0,8.75
1505,trace_0.01,4,n,N,N,1,8.75
1505,trace_0.01,4,o,O,H,0,8.75
1505,trace_0.01,4,p,P,P,1,8.75
1505,trace_0.01,4,q,Q,N,0,8.75
1505,trace_0.01,4,r,R,C,0,8.75
1506,trace_0.01,4,a,A,R,0,8.75
1506,trace_0.01,4,b,B,I,0,8.75
1506,trace_0.01,4,c,C,C,1,8.75
1506,trace_0.01,4,d,D,D,1,8.75
1506,trace_0.01,4,e,E,E,1,8.75
1506,trace_0.01,4,f,F,F,1,8.75
1506,trace_0.01,4,g,G,G,1,8.75
1506,trace_0.01,4,h,H,L,0,8.75
1506,trace_0.01,4,i,I,M,0,8.75
1506,trace_0.01,4,j,J,C,0,8.75
1506,trace_0.01,4,k,K,I,0,8.75
1506,trace_0.01,4,l,L,L,1,8.75
1506,trace_0.01,4,m,M,J,0,8.75
1506,trace_0.01,4,n,N,N,1,8.75
1506,trace_0.01,4,o,O,O,1,8.75
1506,trace_0.01,4,p,P,P,1,8.75
1506,trace_0.01,4,q,Q,Q,1,8.75
1506,trace_0.01,4,r,R,I,0,8.75
1507,trace_0.01,4,a,A,H,0,8.75
1507,trace_0.01,4,b,B,N,0,8.75
1507,trace_0.01,4,c,C,C,1,8.75
1507,trace_0.01,4,d,D,D,1,8.75
1507,trace_0.01,4,e,E,E,1,8.75
1507,trace_0.01,4,f,F,F,1,8.75
1507,trace_0.01,4,g,G,G,1,8.75
1507,trace_0.01,4,h,H,H,1,8.75
1507,trace_0.01,4,i,I,K,0,8.75
1507,trace_0.01,4,j,J,J,1,8.75
1507,trace_0.01,4,k,K,K,1,8.75
1507,trace_0.01,4,l,L,L,1,8.75
1507,trace_0.01,4,m,M,M,1,8.75
1507,trace_0.01,4,n,N,N,1,8.75
1507,trace_0.01,4,o,O,Q,0,8.75
1507,trace_0.01,4,p,P,P,1,8.75
1507,trace_0.01,4,q,Q,Q,1,8.75
1507,trace_0.01,4,r,R,R,1,8.75
1508,trace_0.01,4,a,A,E,0,8.75
1508,trace_0.01,4,b,B,B,1,8.75
1508,trace_0.01,4,c,C,C,1,8.75
1508,trace_0.01,4,d,D,N,0,8.75
1508,trace_0.01,4,e,E,E,1,8.75
1508,trace_0.01,4,f,F,E,0,8.75
1508,trace_0.01,4,g,G,G,1,8.75
1508,trace_0.01,4,h,H,H,1,8.75
1508,trace_0.01,4,i,I,K,0,8.75
1508,trace_0.01,4,j,J,J,1,8.75
1508,trace_0.01,4,k,K,E,0,8.75
1508,trace_0.01,4,l,L,H,0,8.75
1508,trace_0.01,4,m,M,M,1,8.75
1508,trace_0.01,4,n,N,N,1,8.75
1508,trace_0.01,4,o,O,O,1,8.75
1508,trace_0.01,4,p,P,P,1,8.75
1508,trace_0.01,4,q,Q,E,0,8.75
1508,trace_0.01,4,r,R,K,0,8.75
1509,trace_0.01,4,a,A,A,1,8.75
1509,trace_0.01,4,b,B,C,0,8.75
1509,trace_0.01,4,c,C,C,1,8.75
1509,trace_0.01,4,d,D,R,0,8.75
1509,trace_0.01,4,e,E,M,0,8.75
1509,trace_0.01,4,f,F,F,1,8.75
1509,trace_0.01,4,g,G,J,0,8.75
1509,trace_0.01,4,h,H,K,0,8.75
1509,trace_0.01,4,i,I,R,0,8.75
1509,trace_0.01,4,j,J,J,1,8.75
1509,trace_0.01,4,k,K,K,1,8.75
1509,trace_0.01,4,l,L,L,1,8.75
1509,trace_0.01,4,m,M,M,1,8.75
1509,trace_0.01,4,n,N,Q,0,8.75
1509,trace_0.01,4,o,O,J,0,8.75
1509,trace_0.01,4,p,P,A,0,8.75
1509,trace_0.01,4,q,Q,Q,1,8.75
1509,trace_0.01,4,r,R,R,1,8.75
1510,trace_0.01,4,a,A,A,1,8.75
1510,trace_0.01,4,b,B,B,1,8.75
1510,trace_0.01,4,c,C,C,1,8.75
1510,trace_0.01,4,d,D,D,1,8.75
1510,trace_0.01,4,e,E,R,0,8.75
1510,trace_0.01,4,f,F,F,1,8.75
1510,trace_0.01,4,g,G,P,0,8.75
1510,trace_0.01,4,h,H,H,1,8.75
1510,trace_0.01,4,i,I,G,0,8.75
1510,trace_0.01,4,j,J,N,0,8.75
1510,trace_0.01,4,k,K,J,0,8.75
1510,trace_0.01,4,l,L,L,1,8.75
1510,trace_0.01,4,m,M,M,1,8.75
1510,trace_0.01,4,n,N,E,0,8.75
1510,trace_0.01,4,o,O,O,1,8.75
1510,trace_0.01,4,p,P,L,0,8.75
1510,trace_0.01,4,q,Q,J,0,8.75
1510,trace_0.01,4,r,R,R,1,8.75
1511,trace_0.01,4,a,A,A,1,8.75
1511,trace_0.01,4,b,B,D,0,8.75
1511,trace_0.01,4,c,C,C,1,8.75
1511,trace_0.01,4,d,D,J,0,8.75
1511,trace_0.01,4,e,E,E,1,8.75
1511,trace_0.01,4,f,F,F,1,8.75
1511,trace_0.01,4,g,G,Q,0,8.75
1511,trace_0.01,4,h,H,E,0,8.75
1511,trace_0.01,4,i,I,I,1,8.75
1511,trace_0.01,4,j,J,F,0,8.75
1511,trace_0.01,4,k,K,Q,0,8.75
1511,trace_0.01,4,l,L,L,1,8.75
1511,trace_0.01,4,m,M,I,0,8.75
1511,trace_0.01,4,n,N,C,0,8.75
1511,trace_0.01,4,o,O,O,1,8.75
1511,trace_0.01,4,p,P,P,1,8.75
1511,trace_0.01,4,q,Q,Q,1,8.75
1511,trace_0.01,4,r,R,P,0,8.75
1512,trace_0.01,4,a,A,A,1,8.75
1512,trace_0.01,4,b,B,A,0,8.75
1512,trace_0.01,4,c,C,C,1,8.75
1512,trace_0.01,4,d,D,B,0,8.75
1512,trace_0.01,4,e,E,E,1,8.75
1512,trace_0.01,4,f,F,E,0,8.75
1512,trace_0.01,4,g,G,G,1,8.75
1512,trace_0.01,4,h,H,D,0,8.75
1512,trace_0.01,4,i,I,M,0,8.75
1512,trace_0.01,4,j,J,H,0,8.75
1512,trace_0.01,4,k,K,K,1,8.75
1512,trace_0.01,4,l,L,H,0,8.75
1512,trace_0.01,4,m,M,N,0,8.75
1512,trace_0.01,4,n,N,B,0,8.75
1512,trace_0.01,4,o,O,M,0,8.75
1512,trace_0.01,4,p,P,P,1,8.75
1512,trace_0.01,4,q,Q,N,0,8.75
1512,trace_0.01,4,r,R,Q,0,8.75
1513,trace_0.01,4,a,A,A,1,8.75
1513,trace_0.01,4,b,B,G,0,8.75
1513,trace_0.01,4,c,C,F,0,8.75
1513,trace_0.01,4,d,D,D,1,8.75
1513,trace_0.01,4,e,E,O,0,8.75
1513,trace_0.01,4,f,F,F,1,8.75
1513,trace_0.01,4,g,G,Q,0,8.75
1513,trace_0.01,4,h,H,H,1,8.75
1513,trace_0.01,4,i,I,I,1,8.75
1513,trace_0.01,4,j,J,I,0,8.75
1513,trace_0.01,4,k,K,K,1,8.75
1513,trace_0.01,4,l,L,L,1,8.75
1513,trace_0.01,4,m,M,M,1,8.75
1513,trace_0.01,4,n,N,A,0,8.75
1513,trace_0.01,4,o,O,O,1,8.75
1513,trace_0.01,4,p,P,I,0,8.75
1513,trace_0.01,4,q,Q,R,0,8.75
1513,trace_0.01,4,r,R,B,0,8.75
1514,trace_0.01,4,a,A,F,0,8.75
1514,trace_0.01,4,b,B,B,1,8.75
1514,trace_0.01,4,c,C,I,0,8.75
1514,trace_0.01,4,d,D,D,1,8.75
1514,trace_0.01,4,e,E,E,1,8.75
1514,trace_0.01,4,f,F,D,0,8.75
1514,trace_0.01,4,g,G,C,0,8.75
1514,trace_0.01,4,h,H,I,0,8.75
1514,trace_0.01,4,i,I,I,1,8.75
1514,trace_0.01,4,j,J,F,0,8.75
1514,trace_0.01,4,k,K,J,0,8.75
1514,trace_0.01,4,l,L,R,0,8.75
1514,trace_0.01,4,m,M,K,0,8.75
1514,trace_0.01,4,n,N,N,1,8.75
1514,trace_0.01,4,o,O,O,1,8.75
1514,trace_0.01,4,p,P,I,0,8.75
1514,trace_0.01,4,q,Q,Q,1,8.75
1514,trace_0.01,4,r,R,R,1,8.75
1515,trace_0.01,4,a,A,A,1,8.75
1515,trace_0.01,4,b,B,H,0,8.75
1515,trace_0.01,4,c,C,O,0,8.75
1515,trace_0.01,4,d,D,D,1,8.75
1515,trace_0.01,4,e,E,R,0,8.75
1515,trace_0.01,4,f,F,D,0,8.75
1515,trace_0.01,4,g,G,G,1,8.75
1515,trace_0.01,4,h,H,D,0,8.75
1515,trace_0.01,4,i,I,I,1,8.75
1515,trace_0.01,4,j,J,Q,0,8.75
1515,trace_0.01,4,k,K,K,1,8.75
1515,trace_0.01,4,l,L,R,0,8.75
1515,trace_0.01,4,m,M,G,0,8.75
1515,trace_0.01,4,n,N,O,0,8.75
1515,trace_0.01,4,o,O,R,0,8.75
1515,trace_0.01,4,p,P,R,0,8.75
1515,trace_0.01,4,q,Q,Q,1,8.75
1515,trace_0.01,4,r,R,R,1,8.75
1516,trace_0.01,4,a,A,E,0,8.75
1516,trace_0.01,4,b,B,B,1,8.75
1516,trace_0.01,4,c,C,J,0,8.75
1516,trace_0.01,4,d,D,I,0,8.75
1516,trace_0.01,4,e,E,I,0,8.75
1516,trace_0.01,4,f,F,C,0,8.75
1516,trace_0.01,4,g,G,P,0,8.75
1516,trace_0.01,4,h,H,F,0,8.75
1516,trace_0.01,4,i,I,C,0,8.75
1516,trace_0.01,4,j,J,J,1,8.75
1516,trace_0.01,4,k,K,M,0,8.75
1516,trace_0.01,4,l,L,L,1,8.75
1516,trace_0.01,4,m,M,M,1,8.75
1516,trace_0.01,4,n,N,H,0,8.75
1516,trace_0.01,4,o,O,O,1,8.75
1516,trace_0.01,4,p,P,E,0,8.75
1516,trace_0.01,4,q,Q,Q,1,8.75
1516,trace_0.01,4,r,R,J,0,8.75
1517,trace_0.01,4,a,A,A,1,8.75
1517,trace_0.01,4,b,B,Q,0,8.75
1517,trace_0.01,4,c,C,M,0,8.75
1517,trace_0.01,4,d,D,B,0,8.75
1517,trace_0.01,4,e,E,E,1,8.75
1517,trace_0.01,4,f,F,B,0,8.75
1517,trace_0.01,4,g,G,I,0,8.75
1517,trace_0.01,4,h,H,H,1,8.75
1517,trace_0.01,4,i,I,F,0,8.75
1517,trace_0.01,4,j,J,D,0,8.75
1517,trace_0.01,4,k,K,L,0,8.75
1517,trace_0.01,4,l,L,N,0,8.75
1517,trace_0.01,4,m,M,N,0,8.75
1517,trace_0.01,4,n,N,N,1,8.75
1517,trace_0.01,4,o,O,Q,0,8.75
1517,trace_0.01,4,p,P,A,0,8.75
1517,trace_0.01,4,q,Q,M,0,8.75
1517,trace_0.01,4,r,R,R,1,8.75
1518,trace_0.01,4,a,A,F,0,8.75
1518,trace_0.01,4,b,B,H,0,8.75
1518,trace_0.01,4,c,C,E,0,8.75
1518,trace_0.01,4,d,D,D,1,8.75
1518,trace_0.01,4,e,E,A,0,8.75
1518,trace_0.01,4,f,F,C,0,8.75
1518,trace_0.01,4,g,G,G,1,8.75
1518,trace_0.01,4,h,H,H,1,8.75
1518,trace_0.01,4,i,I,D,0,8.75
1518,trace_0.01,4,j,J,F,0,8.75
1518,trace_0.01,4,k,K,K,1,8.75
1518,trace_0.01,4,l,L,K,0,8.75
1518,trace_0.01,4,m,M,R,0,8.75
1518,trace_0.01,4,n,N,H,0,8.75
1518,trace_0.01,4,o,O,K,0,8.75
1518,trace_0.01,4,p,P,O,0,8.75
1518,trace_0.01,4,q,Q,R,0,8.75
1518,trace_0.01,4,r,R,J,0,8.75
1519,trace_0.01,4,a,A,Q,0,8.75
1519,trace_0.01,4,b,B,B,1,8.75
1519,trace_0.01,4,c,C,C,1,8.75
1519,trace_0.01,4,d,D,R,0,8.75
1519,trace_0.01,4,e,E,M,0,8.75
1519,trace_0.01,4,f,F,D,0,8.75
1519,trace_0.01,4,g,G,G,1,8.75
1519,trace_0.01,4,h,H,H,1,8.75
1519,trace_0.01,4,i,I,G,0,8.75
1519,trace_0.01,4,j,J,J,1,8.75
1519,trace_0.01,4,k,K,K,1,8.75
1519,trace_0.01,4,l,L,R,0,8.75
1519,trace_0.01,4,m,M,M,1,8.75
1519,trace_0.01,4,n,N,N,1,8.75
1519,trace_0.01,4,o,O,E,0,8.75
1519,trace_0.01,4,p,P,R,0,8.75
1519,trace_0.01,4,q,Q,I,0,8.75
1519,trace_0.01,4,r,R,Q,0,8.75
1520,trace_0.01,4,a,A,H,0,8.75
1520,trace_0.01,4,b,B,N,0,8.75
1520,trace_0.01,4,c,C,C,1,8.75
1520,trace_0.01,4,d,D,D,1,8.75
1520,trace_0.01,4,e,E,M,0,8.75
1520,trace_0.01,4,f,F,F,1,8.75
1520,trace_0.01,4,g,G,J,0,8.75
1520,trace_0.01,4,h,H,H,1,8.75
1520,trace_0.01,4,i,I,I,1,8.75
1520,trace_0.01,4,j,J,E,0,8.75
1520,trace_0.01,4,k,K,H,0,8.75
1520,trace_0.01,4,l,L,K,0,8.75
1520,trace_0.01,4,m,M,M,1,8.75
1520,trace_0.01,4,n,N,K,0,8.75
1520,trace_0.01,4,o,O,M,0,8.75
1520,trace_0.01,4,p,P,D,0,8.75
1520,trace_0.01,4,q,Q,Q,1,8.75
1520,trace_0.01,4,r,R,H,0,8.75
1521,trace_0.01,4,a,A,K,0,8.75
1521,trace_0.01,4,b,B,H,0,8.75
1521,trace_0.01,4,c,C,M,0,8.75
1521,trace_0.01,4,d,D,A,0,8.75
1521,trace_0.01,4,e,E,D,0,8.75
1521,trace_0.01,4,f,F,C,0,8.75
1521,trace_0.01,4,g,G,F,0,8.75
1521,trace_0.01,4,h,H,K,0,8.75
1521,trace_0.01,4,i,I,N,0,8.75
1521,trace_0.01,4,j,J,O,0,8.75
1521,trace_0.01,4,k,K,G,0,8.75
1521,trace_0.01,4,l,L,L,1,8.75
1521,trace_0.01,4,m,M,A,0,8.75
1521,trace_0.01,4,n,N,G,0,8.75
1521,trace_0.01,4,o,O,O,1,8.75
1521,trace_0.01,4,p,P,O,0,8.75
1521,trace_0.01,4,q,Q,Q,1,8.75
1521,trace_0.01,4,r,R,Q,0,8.75
1522,trace_0.01,4,a,A,J,0,8.75
1522,trace_0.01,4,b,B,R,0,8.75
1522,trace_0.01,4,c,C,D,0,8.75
1522,trace_0.01,4,d,D,A,0,8.75
1522,trace_0.01,4,e,E,A,0,8.75
1522,trace_0.01,4,f,F,C,0,8.75
1522,trace_0.01,4,g,G,G,1,8.75
1522,trace_0.01,4,h,H,A,0,8.75
1522,trace_0.01,4,i,I,G,0,8.75
1522,trace_0.01,4,j,J,R,0,8.75
1522,trace_0.01,4,k,K,K,1,8.75
1522,trace_0.01,4,l,L,P,0,8.75
1522,trace_0.01,4,m,M,J,0,8.75
1522,trace_0.01,4,n,N,I,0,8.75
1522,trace_0.01,4,o,O,O,1,8.75
1522,trace_0.01,4,p,P,P,1,8.75
1522,trace_0.01,4,q,Q,Q,1,8.75
1522,trace_0.01,4,r,R,A,0,8.75
1523,trace_0.01,4,a,A,R,0,8.75
1523,trace_0.01,4,b,B,H,0,8.75
1523,trace_0.01,4,c,C,M,0,8.75
1523,trace_0.01,4,d,D,D,1,8.75
1523,trace_0.01,4,e,E,E,1,8.75
1523,trace_0.01,4,f,F,A,0,8.75
1523,trace_0.01,4,g,G,R,0,8.75
1523,trace_0.01,4,h,H,N,0,8.75
1523,trace_0.01,4,i,I,I,1,8.75
1523,trace_0.01,4,j,J,J,1,8.75
1523,trace_0.01,4,k,K,J,0,8.75
1523,trace_0.01,4,l,L,N,0,8.75
1523,trace_0.01,4,m,M,G,0,8.75
1523,trace_0.01,4,n,N,N,1,8.75
1523,trace_0.01,4,o,O,N,0,8.75
1523,trace_0.01,4,p,P,Q,0,8.75
1523,trace_0.01,4,q,Q,E,0,8.75
1523,trace_0.01,4,r,R,P,0,8.75
1524,trace_0.01,4,a,A,D,0,8.75
1524,trace_0.01,4,b,B,B,1,8.75
1524,trace_0.01,4,c,C,M,0,8.75
1524,trace_0.01,4,d,D,G,0,8.75
1524,trace_0.01,4,e,E,E,1,8.75
1524,trace_0.01,4,f,F,F,1,8.75
1524,trace_0.01,4,g,G,A,0,8.75
1524,trace_0.01,4,h,H,Q,0,8.75
1524,trace_0.01,4,i,I,P,0,8.75
1524,trace_0.01,4,j,J,E,0,8.75
1524,trace_0.01,4,k,K,B,0,8.75
1524,trace_0.01,4,l,L,D,0,8.75
1524,trace_0.01,4,m,M,B,0,8.75
1524,trace_0.01,4,n,N,N,1,8.75
1524,trace_0.01,4,o,O,G,0,8.75
1524,trace_0.01,4,p,P,A,0,8.75
1524,trace_0.01,4,q,Q,B,0,8.75
1524,trace_0.01,4,r,R,R,1,8.75
1525,trace_0.01,4,a,A,G,0,8.75
1525,trace_0.01,4,b,B,B,1,8.75
1525,trace_0.01,4,c,C,B,0,8.75
1525,trace_0.01,4,d,D,D,1,8.75
1525,trace_0.01,4,e,E,E,1,8.75
1525,trace_0.01,4,f,F,F,1,8.75
1525,trace_0.01,4,g,G,G,1,8.75
1525,trace_0.01,4,h,H,B,0,8.75
1525,trace_0.01,4,i,I,E,0,8.75
1525,trace_0.01,4,j,J,J,1,8.75
1525,trace_0.01,4,k,K,K,1,8.75
1525,trace_0.01,4,l,L,L,1,8.75
1525,trace_0.01,4,m,M,P,0,8.75
1525,trace_0.01,4,n,N,N,1,8.75
1525,trace_0.01,4,o,O,K,0,8.75
1525,trace_0.01,4,p,P,P,1,8.75
1525,trace_0.01,4,q,Q,Q,1,8.75
1525,trace_0.01,4,r,R,R,1,8.75
1526,trace_0.01,4,a,A,A,1,8.75
1526,trace_0.01,4,b,B,B,1,8.75
1526,trace_0.01,4,c,C,C,1,8.75
1526,trace_0.01,4,d,D,D,1,8.75
1526,trace_0.01,4,e,E,E,1,8.75
1526,trace_0.01,4,f,F,O,0,8.75
1526,trace_0.01,4,g,G,F,0,8.75
1526,trace_0.01,4,h,H,H,1,8.75
1526,trace_0.01,4,i,I,C,0,8.75
1526,trace_0.01,4,j,J,R,0,8.75
1526,trace_0.01,4,k,K,K,1,8.75
1526,trace_0.01,4,l,L,L,1,8.75
1526,trace_0.01,4,m,M,N,0,8.75
1526,trace_0.01,4,n,N,N,1,8.75
1526,trace_0.01,4,o,O,C,0,8.75
1526,trace_0.01,4,p,P,O,0,8.75
1526,trace_0.01,4,q,Q,G,0,8.75
1526,trace_0.01,4,r,R,E,0,8.75
1527,trace_0.01,4,a,A,P,0,8.75
1527,trace_0.01,4,b,B,J,0,8.75
1527,trace_0.01,4,c,C,N,0,8.75
1527,trace_0.01,4,d,D,N,0,8.75
1527,trace_0.01,4,e,E,K,0,8.75
1527,trace_0.01,4,f,F,J,0,8.75
1527,trace_0.01,4,g,G,Q,0,8.75
1527,trace_0.01,4,h,H,F,0,8.75
1527,trace_0.01,4,i,I,I,1,8.75
1527,trace_0.01,4,j,J,K,0,8.75
1527,trace_0.01,4,k,K,K,1,8.75
1527,trace_0.01,4,l,L,Q,0,8.75
1527,trace_0.01,4,m,M,D,0,8.75
1527,trace_0.01,4,n,N,R,0,8.75
1527,trace_0.01,4,o,O,O,1,8.75
1527,trace_0.01,4,p,P,F,0,8.75
1527,trace_0.01,4,q,Q,Q,1,8.75
1527,trace_0.01,4,r,R,A,0,8.75
1528,trace_0.01,4,a,A,M,0,8.75
1528,trace_0.01,4,b,B,B,1,8.75
1528,trace_0.01,4,c,C,G,0,8.75
1528,trace_0.01,4,d,D,D,1,8.75
1528,trace_0.01,4,e,E,E,1,8.75
1528,trace_0.01,4,f,F,F,1,8.75
1528,trace_0.01,4,g,G,O,0,8.75
1528,trace_0.01,4,h,H,H,1,8.75
1528,trace_0.01,4,i,I,H,0,8.75
1528,trace_0.01,4,j,J,J,1,8.75
1528,trace_0.01,4,k,K,B,0,8.75
1528,trace_0.01,4,l,L,E,0,8.75
1528,trace_0.01,4,m,M,E,0,8.75
1528,trace_0.01,4,n,N,N,1,8.75
1528,trace_0.01,4,o,O,O,1,8.75
1528,trace_0.01,4,p,P,P,1,8.75
1528,trace_0.01,4,q,Q,H,0,8.75
1528,trace_0.01,4,r,R,I,0,8.75
1529,trace_0.01,4,a,A,R,0,8.75
1529,trace_0.01,4,b,B,B,1,8.75
1529,trace_0.01,4,c,C,C,1,8.75
1529,trace_0.01,4,d,D,L,0,8.75
1529,trace_0.01,4,e,E,I,0,8.75
1529,trace_0.01,4,f,F,F,1,8.75
1529,trace_0.01,4,g,G,Q,0,8.75
1529,trace_0.01,4,h,H,R,0,8.75
1529,trace_0.01,4,i,I,E,0,8.75
1529,trace_0.01,4,j,J,J,1,8.75
1529,trace_0.01,4,k,K,K,1,8.75
1529,trace_0.01,4,l,L,L,1,8.75
1529,trace_0.01,4,m,M,M,1,8.75
